tsg_set,class,definition,clase,definición
1,DOID:0050073,"An aspergillosis that is a serious fungal infection of the lung with pneumonia caused by Aspergillus, which spreads to other parts of the body through bloodstream in patients with acute leukemia and recipients of tissue transplants. Clinical symptoms include pulmonary nodules and hemorrhage.",DOID:0050073,"Una aspergilosis que es una infección fúngica grave del pulmón con neumonía causada por Aspergillus, que se propaga a otras partes del cuerpo a través del torrente sanguíneo en pacientes con leucemia aguda y receptores de trasplantes de tejidos. Los síntomas clínicos incluyen nódulos pulmonares y hemorragias."
1,DOID:0050083,A nutritional deficiency that is disease characterized by a cardiomyopathy secondary to selenium deficiency.,DOID:0050083,Una deficiencia nutricional que es una enfermedad caracterizada por una cardiomiopatía secundaria a la carencia de selenio.
1,DOID:0050096,"A dermatophytosis that results_in fungal infection which effects horny layer of epidermis of the bearded areas located_in face or located_in neck, has_material_basis_in Trichophyton mentagrophytes or has_material_basis_in Trichophyton verrucosum, which also effects hair, and effects nail and has_symptom inflammatory kerion-like plaques, and results_in_formation_of noninflammatory superficial perifollicular pustules.",DOID:0050096,"Una dermatofitosis que resulta_en una infección fúngica que afecta a la capa córnea de la epidermis de las zonas de barba que se_ubica_en la cara o en el cuello, tiene_como_base el Trichophyton mentagrophytes o tiene_como_base el Trichophyton verrucosum, que también afecta al pelo, y afecta a la uña y tiene_como_síntoma placas inflamatorias de aspecto querioniforme, y resulta_en la formación de pústulas perifoliculares superficiales no inflamatorias."
1,DOID:0050097,"A tinea capitis that results_in fungal infection located_in cuticle of hair, has_material_basis_in Microsporum canis, has_material_basis_in Microsporum gypseum, has_material_basis_in Trichophyton equinum, and has_material_basis_in Trichophyton verrucosum, which produce arthroconidia on the exterior of the hair shaft.",DOID:0050097,"Una tiña capitis que resulta_en una infección fúngica que se_ubica_en la cutícula del cabello, tiene_como_base Microsporum canis, tiene_como_base Microsporum gypseum, tiene_como_base Trichophyton equinum, y tiene_como_base Trichophyton verrucosum, que producen artroconidias en el exterior del tallo piloso."
1,DOID:0050105,"A tinea capitis that results_in fungal infection located_in hair, has_material_basis_in Ascomycota fungi that belong to a group called dermatophytes, which produce arthroconidia within the hair shaft only.",DOID:0050105,"Una tiña capitis que resulta_en una infección fúngica que se_ubica_en el pelo, tiene_como_base hongos Ascomycota que pertenecen a un grupo denominado dermatofitos, que producen artroconidias únicamente dentro del tallo piloso."
1,DOID:0050116,"A tinea corporis that results_in fungal infection located_in skin, has_material_basis_in Trichophyton concentricum, which is characterized by ring-like growth in overlapping circles that may have an autosomal dominant genetic predisposition.",DOID:0050116,"Una tiña corporal que resulta_en una infección fúngica que se_ubica_en la piel, tiene_como_base Trichophyton concentricum, que se caracteriza por un crecimiento anular en círculos superpuestos que puede tener una predisposición genética autosómica dominante."
1,DOID:0050117,"A disease that is the consequence of the presence of pathogenic microbial agents, including pathogenic viruses, pathogenic bacteria, fungi, protozoa, multicellular parasites, and aberrant proteins known as prions.",DOID:0050117,"Enfermedad que es consecuencia de la presencia de agentes microbianos patógenos, incluyendo virus patógenos, bacterias patógenas, hongos, protozoos, parásitos multicelulares y proteínas aberrantes conocidas como priones."
1,DOID:0050118,"A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in La Crosse virus, which is transmitted_by treehole mosquito, Ochlerotatus triseriatus. The infection has_symptom seizures, has_symptom headache, has_symptom fever, has_symptom coma, and has_symptom paralysis.",DOID:0050118,"Enfermedad infecciosa vírica que resulta_en una inflamación que se_ubica_en el cerebro, tiene_como_base el virus de La Crosse, se_transmite_por el mosquito del árbol, Ochlerotatus triseriatus. La infección tiene_como_síntoma  convulsiones, tiene_como_síntoma dolor de cabeza, tiene_como_síntoma fiebre, tiene_como_síntoma coma y tiene_como_síntoma parálisis."
1,DOID:0050120,"A lymphatic system disease that is characterized by an expansion of the monocyte-macrophage population and intense hemophagocytosis. It can occur de novo, but more often occurs in the setting of another disorder, usually an infection or a malignancy. A clinical picture of fever, hepatosplenomegaly, lymphadenopathy and peripheral pancytopenia. The morphologic hallmark of this syndrome is the phagocytosis of hematopoietic elements by morphologically normal macrophages.",DOID:0050120,"Enfermedad del sistema linfático que se caracteriza por una expansión de la población de monocitos-macrófagos y una hemofagocitosis intensa. Puede aparecer de novo, pero lo más frecuente es que se produzca en el contexto de otro trastorno, normalmente una infección o una neoplasia maligna. Un cuadro clínico de fiebre, hepatoesplenomegalia, linfadenopatía y pancitopenia periférica. El sello morfológico de este síndrome es la fagocitosis de elementos hematopoyéticos por macrófagos morfológicamente normales."
1,DOID:0050125,"A dengue disease that involves the most severe form of dengue fever, has_material_basis_in Dengue virus [NCBITaxon:12637] with four serotypes (Dengue virus 1, 2, 3 and 4), which are transmitted_by Aedes mosquito bite. The infection has_symptom easy bruising, has_symptom blood spots, has_symptom bleeding gums, and has_symptom nosebleeds. It is accompanied by circulatory collapse, involves hypotension, narrow pulse pressure (less than or equal to 20mm Hg), or frank shock. The shock occurs after two to six days of symptoms, followed by collapse, weak pulse, and blueness around the mouth.",DOID:0050125,"Enfermedad que implica la forma más grave del dengue, tiene_como_base el virus del dengue [NCBITaxon:12637] con cuatro serotipos (virus del dengue 1, 2, 3 y 4), que se_transmite_por la picadura del mosquito Aedes. La infección tiene_como_síntoma hematomas fáciles, tiene_como_síntoma manchas de sangre, tiene_como_síntoma encías sangrantes y tiene_como_síntoma hemorragias nasales. Se acompaña de colapso circulatorio, involucra hipotensión, presión de pulso estrecha (menor o igual a 20 mm Hg) o shock franco. El shock se produce después de dos a seis días de síntomas, seguido de colapso, pulso débil y coloración azulada alrededor de la boca."
1,DOID:0050127,"A paranasal sinus disease involving inflammation of the paranasal sinuses resulting from bacterial, fungal, viral infection, allergic or autoimmune issues. Symptoms can include fever, weakness, fatigue, cough and congestion. There may also be mucus drainage in the back of the throat, called postnasal drip.",DOID:0050127,"Enfermedad de los senos paranasales que consiste en la inflamación de los senos paranasales como consecuencia de una infección bacteriana, fúngica, vírica, alérgica o autoinmune. Los síntomas pueden incluir fiebre, debilidad, fatiga, tos y congestión. También puede haber secreción de mucosidad en la parte posterior de la garganta, lo que se denomina goteo postnasal."
1,DOID:0050129,"A diarrhea where there is an increase in the active secretion, or there is an inhibition of absorption causing little to no structural damage. The most common cause of this type of diarrhea is a cholera toxin that stimulates the secretion of anions, especially chloride ions.",DOID:0050129,"Una diarrea en la que hay un aumento de la secreción activa, o hay una inhibición de la absorción que causa poco o ningún daño estructural. La causa más común de este tipo de diarrea es una toxina del cólera que estimula la secreción de aniones, especialmente iones cloruro."
1,DOID:0050130,"A dirrhea that occurs when too much water is drawn into the bowels. This can be the result of maldigestion (e.g., pancreatic disease or Coeliac disease), in which the nutrients are left in the lumen to pull in water. Osmotic diarrhea can also be caused by osmotic laxatives (which work to alleviate constipation by drawing water into the bowels). In healthy individuals, too much magnesium or vitamin C or undigested lactose can produce osmotic diarrhea and distention of the bowel. A person who does not have lactose intolerance can have difficulty absorbing lactose after an extraordinarily high intake of dairy products.",DOID:0050130,"Una diarrea que se produce cuando entra demasiada agua en los intestinos. Esto puede ser el resultado de una mala digestión (por ejemplo, enfermedad pancreática o celiaquía), en la que los nutrientes se quedan en el lumen para arrastrar agua. La diarrea osmótica también puede estar causada por laxantes osmóticos (que actúan para aliviar el estreñimiento atrayendo agua a los intestinos). En individuos sanos, un exceso de magnesio o vitamina C o de lactosa no digerida puede producir diarrea osmótica y distensión intestinal. Una persona que no tenga intolerancia a la lactosa puede tener dificultades para absorber la lactosa tras una ingesta extraordinariamente elevada de productos lácteos."
1,DOID:0050131,"A diarrhea which is caused by the rapid movement of food through the intestines (hypermotility). If the food moves too quickly through the GI tract, there is not enough time for sufficient nutrients and water to be absorbed.",DOID:0050131,"Diarrea provocada por el movimiento rápido de los alimentos a través de los intestinos (hipermotilidad). Si los alimentos se desplazan con demasiada rapidez por el tracto gastrointestinal, no hay tiempo suficiente para que se absorban los nutrientes y el agua necesarios."
1,DOID:0050132,"A gastrointestinal system infectious disease involving diarrhea that occurs when there is damage to the mucosal lining or brush border, which leads to a passive loss of protein-rich fluids, and a decreased ability to absorb these lost fluids. It can be caused by bacterial infections, viral infections, parasitic infections, or autoimmune problems such as inflammatory bowel diseases. It can also be caused by tuberculosis, colon cancer, and enteritis.",DOID:0050132,"Enfermedad infecciosa del sistema gastrointestinal que involucra diarrea y que se produce cuando hay daños en el revestimiento de la mucosa o en el borde en cepillo, lo que provoca una pérdida pasiva de líquidos ricos en proteínas y una disminución de la capacidad de absorción de estos líquidos perdidos. Puede estar causada por infecciones bacterianas, infecciones víricas, infecciones parasitarias o problemas autoinmunes como las enfermedades inflamatorias intestinales. También puede estar causada por la tuberculosis, el cáncer de colon y la enteritis."
1,DOID:0050133,"A fungal infectious disease that results_in infection of the outermost layer located_in skin or located_in hair shaft, has_material_basis_in Fungi. No living tissue is invaded and there is no cellular response from the host.",DOID:0050133,Enfermedad infecciosa fúngica que resulta_en una infección de la capa más externa que se_ubica_en la piel o se_ubica_en el tallo capilar y tiene_como_base hongos. No se invade ningún tejido vivo y no hay respuesta celular del huésped.
1,DOID:0050134,"A fungal infectious disease that results_in infection of the keratinized layers located_in skin, located_in hair or located_in nail, which extends deeper into the epidermis, has_material_basis_in Fungi and results_in_formation_of skin lesions.",DOID:0050134,"Enfermedad infecciosa fúngica que resulta_en una infección de las capas queratinizadas que se_ubica_en la piel, se_ubica_en el pelo o se_ubica_en las uñas y se extiende más allá de la epidermis, tiene_una_base_material-de hongos y resulta_en la formación de lesiones en la piel."
1,DOID:0050135,"A fungal infectious disease that results_in infection located_in skin or located_in subcutaneous tissue, has_material_basis_in Fungi, which penetrate the dermis or even deeper during or after a skin trauma.",DOID:0050135,"Una enfermedad infecciosa fúngica que resulta_en una infección que se_ubica_en la piel o se_ubica_en el tejido subcutáneo, tiene_como_base hongos, que penetran en la dermis o incluso más profundamente durante o después de un traumatismo cutáneo."
1,DOID:0050136,"A fungal infectious disease that results_in infection of internal organs and tissues located_in human body, has_material_basis_in Fungi, which enter the body via the respiratory tract, through the gut, paranasal sinuses or skin and spread through the bloodstream to multiple organs.",DOID:0050136,"Enfermedad infecciosa fúngica que resulta_en infección de órganos y tejidos internos que se_ubica_en el cuerpo humano, tiene_como_base hongos, que entran en el cuerpo por las vías respiratorias, a través del intestino, los senos paranasales o la piel y se propagan por el torrente sanguíneo a múltiples órganos."
1,DOID:0050138,An elephantiasis that is characterized by lymphadema located_in the lower extremities caused by a genetically determined abnormal inflammatory reaction to mineral particles in irritant red clay soils derived from volcanic deposits.,DOID:0050138,Una elefantiasis que se caracteriza por linfadema que se_ubica_en las extremidades inferiores causado por una reacción inflamatoria anormal genéticamente determinada a las partículas minerales de los suelos arcillosos rojos irritantes derivados de depósitos volcánicos.
1,DOID:0050140,A diarrhea that is of rapid onset and course characterized by frequent loose or liquid bowel movements. Acute diarrhea is a common cause of death in developing countries and the second most common cause of infant deaths worldwide.,DOID:0050140,Diarrea de aparición y curso rápidos caracterizada por deposiciones líquidas o blandas frecuentes. La diarrea aguda es una causa común de muerte en los países en desarrollo y la segunda causa más frecuente de mortalidad infantil en todo el mundo.
